household_id,sample_type,Target,Well,Cq,Cq_sd,Result,detect
HH111,compost,Vibrio cholerae,G5,31.27,0.28,Positive,1
HH111,compost,Yersinia enterocolitica,G6,22.51,1,Positive,1
HH111,compost,blaCTX-M,H1,NA,NA,Negative,0
HH111,compost,blaNDM,H2,23.41,0.46,Positive,1
HH111,compost,mecA,H3,NA,NA,Negative,0
HH111,compost,qnrS,H4,32.23,0.86,Positive,1
HH111,compost,sul1,H5,NA,NA,Negative,0
HH111,compost,tetA,H6,NA,NA,Negative,0
HH111,effluent,Adenovirus 40/41,A1,25.59,0.69,Positive,1
HH111,effluent,Aeromonas,A2,NA,NA,Negative,0
HH111,effluent,Ancylostoma,A3,NA,NA,Negative,0
HH111,effluent,Ascaris,A4,NA,NA,Negative,0
HH111,effluent,Astrovirus,A5,NA,NA,Negative,0
HH111,effluent,BacHum,A6,21.7,0.63,Positive,1
HH111,effluent,Bacteroides fragilis,B1,21.71,0.17,Positive,1
HH111,effluent,Blastocystis,B2,NA,NA,Negative,0
HH111,effluent,Campylobacter,B3,NA,NA,Negative,0
HH111,effluent,Clostridium difficile,B4,NA,NA,Negative,0
HH111,effluent,CrAssphage,B5,22.06,0.26,Positive,1
HH111,effluent,Cryptosporidium,B6,NA,NA,Negative,0
HH111,effluent,Cyclospora,C1,NA,NA,Negative,0
HH111,effluent,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH111,effluent,E. coli O157,C3,32.72,0.16,Positive,1
HH111,effluent,EAEC,C4,NA,NA,Negative,0
HH111,effluent,EPEC,C5,20.77,0.42,Positive,1
HH111,effluent,ETEC,C6,NA,NA,Equivocal,0
HH111,effluent,Entamoeba histolytica,D1,NA,NA,Negative,0
HH111,effluent,Enterovirus,D2,NA,NA,Negative,0
HH111,effluent,Giardia,D3,21.81,0.51,Positive,1
HH111,effluent,HF183,D4,NA,NA,Negative,0
HH111,effluent,Helicobacter pylori,D5,23.04,0.43,Positive,1
HH111,effluent,Hepatitis A,D6,29.54,0.24,Positive,1
HH111,effluent,Hepatitis E,E1,NA,NA,Negative,0
HH111,effluent,Listeria monocytogenes,E2,NA,NA,Negative,0
HH111,effluent,MS2,E3,NA,NA,Equivocal,0
HH111,effluent,Necator,E4,NA,NA,Negative,0
HH111,effluent,No Template Control,E5,NA,NA,Negative,0
HH111,effluent,Norovirus GI,E6,32.29,0.36,Positive,1
HH111,effluent,Norovirus GII,F1,25.48,0.52,Positive,1
HH111,effluent,Rotavirus A,F2,22.9,0.59,Positive,1
HH111,effluent,STEC,F3,26.39,0.6,Positive,1
HH111,effluent,Salmonella,F4,29.82,0.26,Positive,1
HH111,effluent,Sapovirus,F5,NA,NA,Negative,0
HH111,effluent,Shigella,F6,28.33,0.23,Positive,1
HH111,effluent,Sketa22,G1,NA,NA,Negative,0
HH111,effluent,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH111,effluent,Strongyloides,G3,29.89,0.75,Positive,1
HH111,effluent,Trichuris,G4,NA,NA,Negative,0
HH111,effluent,Vibrio cholerae,G5,27.59,0.96,Positive,1
HH111,effluent,Yersinia enterocolitica,G6,29.09,0.11,Positive,1
HH111,effluent,blaCTX-M,H1,32.88,0.41,Positive,1
HH111,effluent,blaNDM,H2,28.98,0.83,Positive,1
HH111,effluent,mecA,H3,NA,NA,Equivocal,0
HH111,effluent,qnrS,H4,32.73,0.11,Positive,1
HH111,effluent,sul1,H5,NA,NA,Negative,0
HH111,effluent,tetA,H6,NA,NA,Negative,0
HH111,produce,Adenovirus 40/41,A1,NA,NA,Negative,0
HH111,produce,Aeromonas,A2,31.55,0.24,Positive,1
HH111,produce,Ancylostoma,A3,NA,NA,Negative,0
HH111,produce,Ascaris,A4,NA,NA,Equivocal,0
HH111,produce,Astrovirus,A5,NA,NA,Negative,0
HH111,produce,BacHum,A6,NA,NA,Negative,0
HH111,produce,Bacteroides fragilis,B1,NA,NA,Negative,0
HH111,produce,Blastocystis,B2,NA,NA,Negative,0
HH111,produce,Campylobacter,B3,NA,NA,Equivocal,0
HH111,produce,Clostridium difficile,B4,NA,NA,Equivocal,0
HH111,produce,CrAssphage,B5,NA,NA,Negative,0
HH111,produce,Cryptosporidium,B6,NA,NA,Negative,0
HH111,produce,Cyclospora,C1,NA,NA,Negative,0
HH111,produce,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH111,produce,E. coli O157,C3,NA,NA,Equivocal,0
HH111,produce,EAEC,C4,NA,NA,Negative,0
HH111,produce,EPEC,C5,NA,NA,Negative,0
HH111,produce,ETEC,C6,NA,NA,Negative,0
HH111,produce,Entamoeba histolytica,D1,NA,NA,Negative,0
HH111,produce,Enterovirus,D2,NA,NA,Negative,0
HH111,produce,Giardia,D3,NA,NA,Negative,0
HH111,produce,HF183,D4,NA,NA,Negative,0
HH111,produce,Helicobacter pylori,D5,NA,NA,Negative,0
HH111,produce,Hepatitis A,D6,NA,NA,Negative,0
HH111,produce,Hepatitis E,E1,NA,NA,Equivocal,0
HH111,produce,Listeria monocytogenes,E2,NA,NA,Negative,0
HH111,produce,MS2,E3,NA,NA,Negative,0
HH111,produce,Necator,E4,22.11,0.74,Positive,1
HH111,produce,No Template Control,E5,NA,NA,Negative,0
HH111,produce,Norovirus GI,E6,21.37,0.82,Positive,1
HH111,produce,Norovirus GII,F1,NA,NA,Negative,0
HH111,produce,Rotavirus A,F2,NA,NA,Negative,0
HH111,produce,STEC,F3,NA,NA,Negative,0
HH111,produce,Salmonella,F4,33.98,0.2,Positive,1
HH111,produce,Sapovirus,F5,NA,NA,Negative,0
HH111,produce,Shigella,F6,NA,NA,Equivocal,0
HH111,produce,Sketa22,G1,NA,NA,Negative,0
HH111,produce,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH111,produce,Strongyloides,G3,NA,NA,Negative,0
HH111,produce,Trichuris,G4,NA,NA,Negative,0
HH111,produce,Vibrio cholerae,G5,NA,NA,Negative,0
HH111,produce,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH111,produce,blaCTX-M,H1,NA,NA,Negative,0
HH111,produce,blaNDM,H2,NA,NA,Negative,0
HH111,produce,mecA,H3,NA,NA,Negative,0
HH111,produce,qnrS,H4,NA,NA,Negative,0
HH111,produce,sul1,H5,NA,NA,Negative,0
HH111,produce,tetA,H6,NA,NA,Negative,0
HH112,compost,Adenovirus 40/41,A1,NA,NA,Negative,0
HH112,compost,Aeromonas,A2,NA,NA,Negative,0
HH112,compost,Ancylostoma,A3,NA,NA,Negative,0
HH112,compost,Ascaris,A4,NA,NA,Negative,0
HH112,compost,Astrovirus,A5,NA,NA,Negative,0
HH112,compost,BacHum,A6,NA,NA,Negative,0
HH112,compost,Bacteroides fragilis,B1,NA,NA,Negative,0
HH112,compost,Blastocystis,B2,NA,NA,Negative,0
HH112,compost,Campylobacter,B3,34.85,0.75,Positive,1
HH112,compost,Clostridium difficile,B4,NA,NA,Negative,0
HH112,compost,CrAssphage,B5,NA,NA,Negative,0
HH112,compost,Cryptosporidium,B6,NA,NA,Negative,0
HH112,compost,Cyclospora,C1,NA,NA,Equivocal,0
HH112,compost,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH112,compost,E. coli O157,C3,23.48,0.12,Positive,1
HH112,compost,EAEC,C4,29.13,0.41,Positive,1
HH112,compost,EPEC,C5,32.41,0.66,Positive,1
HH112,compost,ETEC,C6,NA,NA,Negative,0
HH112,compost,Entamoeba histolytica,D1,NA,NA,Equivocal,0
HH112,compost,Enterovirus,D2,31.4,0.66,Positive,1
HH112,compost,Giardia,D3,NA,NA,Negative,0
HH112,compost,HF183,D4,NA,NA,Negative,0
HH112,compost,Helicobacter pylori,D5,29.86,0.49,Positive,1
HH112,compost,Hepatitis A,D6,NA,NA,Negative,0
HH112,compost,Hepatitis E,E1,NA,NA,Negative,0
HH112,compost,Listeria monocytogenes,E2,NA,NA,Negative,0
HH112,compost,MS2,E3,NA,NA,Equivocal,0
HH112,compost,Necator,E4,23.65,0.78,Positive,1
HH112,compost,No Template Control,E5,NA,NA,Negative,0
HH112,compost,Norovirus GI,E6,28.63,0.56,Positive,1
HH112,compost,Norovirus GII,F1,NA,NA,Negative,0
HH112,compost,Rotavirus A,F2,24.85,0.68,Positive,1
HH112,compost,STEC,F3,25.6,0.74,Positive,1
HH112,compost,Salmonella,F4,20.95,0.26,Positive,1
HH112,compost,Sapovirus,F5,23.38,0.97,Positive,1
HH112,compost,Shigella,F6,NA,NA,Negative,0
HH112,compost,Sketa22,G1,33.51,0.62,Positive,1
HH112,compost,Spiked_Extraction_Control,G2,34.42,0.45,Positive,1
HH112,compost,Strongyloides,G3,NA,NA,Negative,0
HH112,compost,Trichuris,G4,20.72,0.82,Positive,1
HH112,compost,Vibrio cholerae,G5,22.41,0.86,Positive,1
HH112,compost,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH112,compost,blaCTX-M,H1,20.87,1,Positive,1
HH112,compost,blaNDM,H2,NA,NA,Negative,0
HH112,compost,mecA,H3,NA,NA,Negative,0
HH112,compost,qnrS,H4,NA,NA,Negative,0
HH112,compost,sul1,H5,NA,NA,Negative,0
HH112,compost,tetA,H6,NA,NA,Negative,0
HH112,effluent,Adenovirus 40/41,A1,32.57,0.36,Positive,1
HH112,effluent,Aeromonas,A2,NA,NA,Equivocal,0
HH112,effluent,Ancylostoma,A3,NA,NA,Negative,0
HH112,effluent,Ascaris,A4,23.54,0.98,Positive,1
HH112,effluent,Astrovirus,A5,20.45,0.18,Positive,1
HH112,effluent,BacHum,A6,NA,NA,Negative,0
HH112,effluent,Bacteroides fragilis,B1,NA,NA,Negative,0
HH112,effluent,Blastocystis,B2,23.92,0.79,Positive,1
HH112,effluent,Campylobacter,B3,25.44,0.4,Positive,1
HH112,effluent,Clostridium difficile,B4,25.73,0.81,Positive,1
HH112,effluent,CrAssphage,B5,NA,NA,Negative,0
HH112,effluent,Cryptosporidium,B6,33.89,0.58,Positive,1
HH112,effluent,Cyclospora,C1,NA,NA,Negative,0
HH112,effluent,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH112,effluent,E. coli O157,C3,NA,NA,Negative,0
HH112,effluent,EAEC,C4,31.51,0.61,Positive,1
HH112,effluent,EPEC,C5,25.64,0.67,Positive,1
HH112,effluent,ETEC,C6,NA,NA,Negative,0
HH112,effluent,Entamoeba histolytica,D1,26.96,0.27,Positive,1
HH112,effluent,Enterovirus,D2,NA,NA,Negative,0
HH112,effluent,Giardia,D3,29.31,0.62,Positive,1
HH112,effluent,HF183,D4,NA,NA,Negative,0
HH112,effluent,Helicobacter pylori,D5,NA,NA,Negative,0
HH112,effluent,Hepatitis A,D6,32.16,0.3,Positive,1
HH112,effluent,Hepatitis E,E1,NA,NA,Negative,0
HH112,effluent,Listeria monocytogenes,E2,NA,NA,Negative,0
HH112,effluent,MS2,E3,NA,NA,Negative,0
HH112,effluent,Necator,E4,NA,NA,Negative,0
HH112,effluent,No Template Control,E5,NA,NA,Negative,0
HH112,effluent,Norovirus GI,E6,24.1,0.47,Positive,1
HH112,effluent,Norovirus GII,F1,34.71,0.58,Positive,1
HH112,effluent,Rotavirus A,F2,NA,NA,Equivocal,0
HH112,effluent,STEC,F3,24.62,0.68,Positive,1
HH112,effluent,Salmonella,F4,31.49,0.46,Positive,1
HH112,effluent,Sapovirus,F5,NA,NA,Negative,0
HH112,effluent,Shigella,F6,NA,NA,Negative,0
HH112,effluent,Sketa22,G1,NA,NA,Negative,0
HH112,effluent,Spiked_Extraction_Control,G2,34.6,0.69,Positive,1
HH112,effluent,Strongyloides,G3,23.66,0.85,Positive,1
HH112,effluent,Trichuris,G4,NA,NA,Negative,0
HH112,effluent,Vibrio cholerae,G5,29.95,0.46,Positive,1
HH112,effluent,Yersinia enterocolitica,G6,NA,NA,Equivocal,0
HH112,effluent,blaCTX-M,H1,NA,NA,Negative,0
HH112,effluent,blaNDM,H2,NA,NA,Negative,0
HH112,effluent,mecA,H3,NA,NA,Negative,0
HH112,effluent,qnrS,H4,22.88,0.83,Positive,1
HH112,effluent,sul1,H5,NA,NA,Negative,0
HH112,effluent,tetA,H6,NA,NA,Negative,0
HH112,produce,Adenovirus 40/41,A1,34.38,0.8,Positive,1
HH112,produce,Aeromonas,A2,22.26,0.9,Positive,1
HH112,produce,Ancylostoma,A3,NA,NA,Negative,0
HH112,produce,Ascaris,A4,NA,NA,Negative,0
HH112,produce,Astrovirus,A5,NA,NA,Negative,0
HH112,produce,BacHum,A6,NA,NA,Negative,0
HH112,produce,Bacteroides fragilis,B1,NA,NA,Equivocal,0
HH112,produce,Blastocystis,B2,NA,NA,Negative,0
HH112,produce,Campylobacter,B3,NA,NA,Negative,0
HH112,produce,Clostridium difficile,B4,NA,NA,Negative,0
HH112,produce,CrAssphage,B5,NA,NA,Negative,0
HH112,produce,Cryptosporidium,B6,NA,NA,Negative,0
HH112,produce,Cyclospora,C1,NA,NA,Equivocal,0
HH112,produce,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH112,produce,E. coli O157,C3,NA,NA,Negative,0
HH112,produce,EAEC,C4,33.71,0.65,Positive,1
HH112,produce,EPEC,C5,NA,NA,Negative,0
HH112,produce,ETEC,C6,NA,NA,Negative,0
HH112,produce,Entamoeba histolytica,D1,NA,NA,Negative,0
HH112,produce,Enterovirus,D2,NA,NA,Negative,0
HH112,produce,Giardia,D3,NA,NA,Negative,0
HH112,produce,HF183,D4,NA,NA,Negative,0
HH112,produce,Helicobacter pylori,D5,NA,NA,Negative,0
HH112,produce,Hepatitis A,D6,34.31,0.17,Positive,1
HH112,produce,Hepatitis E,E1,NA,NA,Negative,0
HH112,produce,Listeria monocytogenes,E2,NA,NA,Negative,0
HH112,produce,MS2,E3,NA,NA,Negative,0
HH112,produce,Necator,E4,NA,NA,Negative,0
HH112,produce,No Template Control,E5,NA,NA,Negative,0
HH112,produce,Norovirus GI,E6,23.09,0.58,Positive,1
HH112,produce,Norovirus GII,F1,33.86,0.46,Positive,1
HH112,produce,Rotavirus A,F2,NA,NA,Negative,0
HH112,produce,STEC,F3,27.88,0.29,Positive,1
HH112,produce,Salmonella,F4,22.62,0.8,Positive,1
HH112,produce,Sapovirus,F5,NA,NA,Negative,0
HH112,produce,Shigella,F6,NA,NA,Negative,0
HH112,produce,Sketa22,G1,NA,NA,Equivocal,0
HH112,produce,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH112,produce,Strongyloides,G3,34.63,0.44,Positive,1
HH112,produce,Trichuris,G4,NA,NA,Negative,0
HH112,produce,Vibrio cholerae,G5,NA,NA,Negative,0
HH112,produce,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH112,produce,blaCTX-M,H1,28.43,0.3,Positive,1
HH112,produce,blaNDM,H2,NA,NA,Negative,0
HH112,produce,mecA,H3,NA,NA,Equivocal,0
HH112,produce,qnrS,H4,NA,NA,Negative,0
HH112,produce,sul1,H5,NA,NA,Negative,0
HH112,produce,tetA,H6,NA,NA,Negative,0
HH113,compost,Adenovirus 40/41,A1,NA,NA,Negative,0
HH113,compost,Aeromonas,A2,NA,NA,Negative,0
HH113,compost,Ancylostoma,A3,NA,NA,Negative,0
HH113,compost,Ascaris,A4,NA,NA,Negative,0
HH113,compost,Astrovirus,A5,NA,NA,Negative,0
HH113,compost,BacHum,A6,NA,NA,Negative,0
HH113,compost,Bacteroides fragilis,B1,30.47,0.5,Positive,1
HH113,compost,Blastocystis,B2,NA,NA,Negative,0
HH113,compost,Campylobacter,B3,NA,NA,Negative,0
HH113,compost,Clostridium difficile,B4,NA,NA,Negative,0
HH113,compost,CrAssphage,B5,NA,NA,Negative,0
HH113,compost,Cryptosporidium,B6,NA,NA,Equivocal,0
HH113,compost,Cyclospora,C1,NA,NA,Negative,0
HH113,compost,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH113,compost,E. coli O157,C3,23.35,0.3,Positive,1
HH113,compost,EAEC,C4,24.88,0.58,Positive,1
HH113,compost,EPEC,C5,NA,NA,Negative,0
HH113,compost,ETEC,C6,NA,NA,Equivocal,0
HH113,compost,Entamoeba histolytica,D1,NA,NA,Negative,0
HH113,compost,Enterovirus,D2,NA,NA,Negative,0
HH113,compost,Giardia,D3,24.18,0.25,Positive,1
HH113,compost,HF183,D4,NA,NA,Negative,0
HH113,compost,Helicobacter pylori,D5,NA,NA,Negative,0
HH113,compost,Hepatitis A,D6,NA,NA,Negative,0
HH113,compost,Hepatitis E,E1,NA,NA,Negative,0
HH113,compost,Listeria monocytogenes,E2,NA,NA,Negative,0
HH113,compost,MS2,E3,NA,NA,Negative,0
HH113,compost,Necator,E4,NA,NA,Negative,0
HH113,compost,No Template Control,E5,NA,NA,Negative,0
HH113,compost,Norovirus GI,E6,NA,NA,Equivocal,0
HH113,compost,Norovirus GII,F1,NA,NA,Equivocal,0
HH113,compost,Rotavirus A,F2,NA,NA,Negative,0
HH113,compost,STEC,F3,20.86,0.76,Positive,1
HH113,compost,Salmonella,F4,26.48,0.73,Positive,1
HH113,compost,Sapovirus,F5,NA,NA,Negative,0
HH113,compost,Shigella,F6,NA,NA,Equivocal,0
HH113,compost,Sketa22,G1,NA,NA,Negative,0
HH113,compost,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH113,compost,Strongyloides,G3,NA,NA,Negative,0
HH113,compost,Trichuris,G4,NA,NA,Equivocal,0
HH113,compost,Vibrio cholerae,G5,NA,NA,Negative,0
HH113,compost,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH113,compost,blaCTX-M,H1,NA,NA,Negative,0
HH113,compost,blaNDM,H2,32.06,1,Positive,1
HH113,compost,mecA,H3,NA,NA,Negative,0
HH113,compost,qnrS,H4,25.24,0.57,Positive,1
HH113,compost,sul1,H5,NA,NA,Negative,0
HH113,compost,tetA,H6,NA,NA,Negative,0
HH113,effluent,Adenovirus 40/41,A1,NA,NA,Negative,0
HH113,effluent,Aeromonas,A2,22.47,0.2,Positive,1
HH113,effluent,Ancylostoma,A3,NA,NA,Negative,0
HH113,effluent,Ascaris,A4,23.28,0.21,Positive,1
HH113,effluent,Astrovirus,A5,NA,NA,Negative,0
HH113,effluent,BacHum,A6,27.98,0.51,Positive,1
HH113,effluent,Bacteroides fragilis,B1,28.65,0.3,Positive,1
HH113,effluent,Blastocystis,B2,NA,NA,Equivocal,0
HH113,effluent,Campylobacter,B3,NA,NA,Negative,0
HH113,effluent,Clostridium difficile,B4,NA,NA,Negative,0
HH113,effluent,CrAssphage,B5,NA,NA,Negative,0
HH113,effluent,Cryptosporidium,B6,NA,NA,Negative,0
HH113,effluent,Cyclospora,C1,NA,NA,Negative,0
HH113,effluent,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH113,effluent,E. coli O157,C3,NA,NA,Negative,0
HH113,effluent,EAEC,C4,NA,NA,Equivocal,0
HH113,effluent,EPEC,C5,28.76,0.3,Positive,1
HH113,effluent,ETEC,C6,NA,NA,Negative,0
HH113,effluent,Entamoeba histolytica,D1,NA,NA,Negative,0
HH113,effluent,Enterovirus,D2,30.26,0.9,Positive,1
HH113,effluent,Giardia,D3,23.84,0.76,Positive,1
HH113,effluent,HF183,D4,27.34,0.49,Positive,1
HH113,effluent,Helicobacter pylori,D5,NA,NA,Negative,0
HH113,effluent,Hepatitis A,D6,NA,NA,Negative,0
HH113,effluent,Hepatitis E,E1,NA,NA,Negative,0
HH113,effluent,Listeria monocytogenes,E2,NA,NA,Negative,0
HH113,effluent,MS2,E3,NA,NA,Negative,0
HH113,effluent,Necator,E4,29.5,0.48,Positive,1
HH113,effluent,No Template Control,E5,NA,NA,Negative,0
HH113,effluent,Norovirus GI,E6,24.4,0.89,Positive,1
HH113,effluent,Norovirus GII,F1,30.78,0.89,Positive,1
HH113,effluent,Rotavirus A,F2,32.86,0.23,Positive,1
HH113,effluent,STEC,F3,22.22,0.3,Positive,1
HH113,effluent,Salmonella,F4,22.04,0.96,Positive,1
HH113,effluent,Sapovirus,F5,NA,NA,Negative,0
HH113,effluent,Shigella,F6,24.73,0.43,Positive,1
HH113,effluent,Sketa22,G1,NA,NA,Negative,0
HH113,effluent,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH113,effluent,Strongyloides,G3,28.57,0.72,Positive,1
HH113,effluent,Trichuris,G4,NA,NA,Negative,0
HH113,effluent,Vibrio cholerae,G5,23.64,0.11,Positive,1
HH113,effluent,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH113,effluent,blaCTX-M,H1,NA,NA,Negative,0
HH113,effluent,blaNDM,H2,24.57,0.63,Positive,1
HH113,effluent,mecA,H3,NA,NA,Negative,0
HH113,effluent,qnrS,H4,25.73,0.14,Positive,1
HH113,effluent,sul1,H5,20.74,0.41,Positive,1
HH113,effluent,tetA,H6,NA,NA,Negative,0
HH113,produce,Adenovirus 40/41,A1,NA,NA,Negative,0
HH113,produce,Aeromonas,A2,NA,NA,Negative,0
HH113,produce,Ancylostoma,A3,NA,NA,Negative,0
HH113,produce,Ascaris,A4,NA,NA,Negative,0
HH113,produce,Astrovirus,A5,NA,NA,Negative,0
HH113,produce,BacHum,A6,NA,NA,Negative,0
HH113,produce,Bacteroides fragilis,B1,21.9,0.87,Positive,1
HH113,produce,Blastocystis,B2,NA,NA,Negative,0
HH113,produce,Campylobacter,B3,34.03,0.72,Positive,1
HH113,produce,Clostridium difficile,B4,NA,NA,Negative,0
HH113,produce,CrAssphage,B5,NA,NA,Negative,0
HH113,produce,Cryptosporidium,B6,NA,NA,Negative,0
HH113,produce,Cyclospora,C1,NA,NA,Negative,0
HH113,produce,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH113,produce,E. coli O157,C3,NA,NA,Negative,0
HH113,produce,EAEC,C4,NA,NA,Negative,0
HH113,produce,EPEC,C5,NA,NA,Negative,0
HH113,produce,ETEC,C6,NA,NA,Negative,0
HH113,produce,Entamoeba histolytica,D1,NA,NA,Negative,0
HH113,produce,Enterovirus,D2,NA,NA,Negative,0
HH113,produce,Giardia,D3,NA,NA,Negative,0
HH113,produce,HF183,D4,NA,NA,Negative,0
HH113,produce,Helicobacter pylori,D5,21.21,0.17,Positive,1
HH113,produce,Hepatitis A,D6,NA,NA,Negative,0
HH113,produce,Hepatitis E,E1,NA,NA,Negative,0
HH113,produce,Listeria monocytogenes,E2,NA,NA,Negative,0
HH113,produce,MS2,E3,NA,NA,Negative,0
HH113,produce,Necator,E4,NA,NA,Negative,0
HH113,produce,No Template Control,E5,NA,NA,Negative,0
HH113,produce,Norovirus GI,E6,NA,NA,Negative,0
HH113,produce,Norovirus GII,F1,NA,NA,Negative,0
HH113,produce,Rotavirus A,F2,NA,NA,Negative,0
HH113,produce,STEC,F3,NA,NA,Negative,0
HH113,produce,Salmonella,F4,22.39,0.92,Positive,1
HH113,produce,Sapovirus,F5,NA,NA,Negative,0
HH113,produce,Shigella,F6,NA,NA,Negative,0
HH113,produce,Sketa22,G1,NA,NA,Negative,0
HH113,produce,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH113,produce,Strongyloides,G3,NA,NA,Equivocal,0
HH113,produce,Trichuris,G4,NA,NA,Negative,0
HH113,produce,Vibrio cholerae,G5,NA,NA,Equivocal,0
HH113,produce,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH113,produce,blaCTX-M,H1,30.65,0.28,Positive,1
HH113,produce,blaNDM,H2,NA,NA,Negative,0
HH113,produce,mecA,H3,NA,NA,Negative,0
HH113,produce,qnrS,H4,NA,NA,Negative,0
HH113,produce,sul1,H5,NA,NA,Negative,0
HH113,produce,tetA,H6,NA,NA,Negative,0
HH114,compost,Adenovirus 40/41,A1,NA,NA,Negative,0
HH114,compost,Aeromonas,A2,NA,NA,Negative,0
HH114,compost,Ancylostoma,A3,NA,NA,Negative,0
HH114,compost,Ascaris,A4,NA,NA,Equivocal,0
HH114,compost,Astrovirus,A5,NA,NA,Negative,0
HH114,compost,BacHum,A6,NA,NA,Negative,0
HH114,compost,Bacteroides fragilis,B1,NA,NA,Negative,0
HH114,compost,Blastocystis,B2,34.62,0.35,Positive,1
HH114,compost,Campylobacter,B3,NA,NA,Equivocal,0
HH114,compost,Clostridium difficile,B4,NA,NA,Negative,0
HH114,compost,CrAssphage,B5,NA,NA,Negative,0
HH114,compost,Cryptosporidium,B6,NA,NA,Negative,0
HH114,compost,Cyclospora,C1,NA,NA,Equivocal,0
HH114,compost,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH114,compost,E. coli O157,C3,NA,NA,Negative,0
HH114,compost,EAEC,C4,24.19,0.74,Positive,1
HH114,compost,EPEC,C5,NA,NA,Negative,0
HH114,compost,ETEC,C6,NA,NA,Negative,0
HH114,compost,Entamoeba histolytica,D1,NA,NA,Negative,0
HH114,compost,Enterovirus,D2,NA,NA,Negative,0
HH114,compost,Giardia,D3,NA,NA,Negative,0
HH114,compost,HF183,D4,NA,NA,Negative,0
HH114,compost,Helicobacter pylori,D5,NA,NA,Negative,0
HH114,compost,Hepatitis A,D6,NA,NA,Equivocal,0
HH114,compost,Hepatitis E,E1,NA,NA,Equivocal,0
HH114,compost,Listeria monocytogenes,E2,NA,NA,Negative,0
HH114,compost,MS2,E3,NA,NA,Negative,0
HH114,compost,Necator,E4,NA,NA,Negative,0
HH114,compost,No Template Control,E5,NA,NA,Negative,0
HH114,compost,Norovirus GI,E6,NA,NA,Negative,0
HH114,compost,Norovirus GII,F1,NA,NA,Negative,0
HH114,compost,Rotavirus A,F2,28.71,0.76,Positive,1
HH114,compost,STEC,F3,33.28,0.54,Positive,1
HH114,compost,Salmonella,F4,22.58,0.94,Positive,1
HH114,compost,Sapovirus,F5,NA,NA,Equivocal,0
HH114,compost,Shigella,F6,NA,NA,Negative,0
HH114,compost,Sketa22,G1,NA,NA,Negative,0
HH114,compost,Spiked_Extraction_Control,G2,NA,NA,Negative,0
HH114,compost,Strongyloides,G3,NA,NA,Negative,0
HH114,compost,Trichuris,G4,NA,NA,Equivocal,0
HH114,compost,Vibrio cholerae,G5,21.64,0.56,Positive,1
HH114,compost,Yersinia enterocolitica,G6,NA,NA,Negative,0
HH114,compost,blaCTX-M,H1,28.07,0.47,Positive,1
HH114,compost,blaNDM,H2,20.04,0.33,Positive,1
HH114,compost,mecA,H3,21.97,0.42,Positive,1
HH114,compost,qnrS,H4,30.25,0.88,Positive,1
HH114,compost,sul1,H5,NA,NA,Negative,0
HH114,compost,tetA,H6,NA,NA,Equivocal,0
HH114,effluent,Adenovirus 40/41,A1,30.4,0.71,Positive,1
HH114,effluent,Aeromonas,A2,NA,NA,Negative,0
HH114,effluent,Ancylostoma,A3,NA,NA,Negative,0
HH114,effluent,Ascaris,A4,30,0.4,Positive,1
HH114,effluent,Astrovirus,A5,NA,NA,Negative,0
HH114,effluent,BacHum,A6,NA,NA,Negative,0
HH114,effluent,Bacteroides fragilis,B1,25.01,0.53,Positive,1
HH114,effluent,Blastocystis,B2,NA,NA,Negative,0
HH114,effluent,Campylobacter,B3,27.62,0.6,Positive,1
HH114,effluent,Clostridium difficile,B4,NA,NA,Negative,0
HH114,effluent,CrAssphage,B5,NA,NA,Negative,0
HH114,effluent,Cryptosporidium,B6,NA,NA,Negative,0
HH114,effluent,Cyclospora,C1,NA,NA,Negative,0
HH114,effluent,Dientamoeba fragilis,C2,NA,NA,Negative,0
HH114,effluent,E. coli O157,C3,NA,NA,Negative,0
HH114,effluent,EAEC,C4,27.32,0.33,Positive,1
HH114,effluent,EPEC,C5,22.56,0.83,Positive,1
HH114,effluent,ETEC,C6,NA,NA,Negative,0
HH114,effluent,Entamoeba histolytica,D1,NA,NA,Negative,0
HH114,effluent,Enterovirus,D2,NA,NA,Negative,0
HH114,effluent,Giardia,D3,NA,NA,Negative,0
HH114,effluent,HF183,D4,NA,NA,Negative,0
